date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2018-04-24,27.14,27.97,27.0,27.0,393167,27.14,27.97,27.0,27.0,393167,0.0,1.0
2018-04-25,28.11,28.45,26.85,27.09,415697,28.11,28.45,26.85,27.09,415697,0.0,1.0
2018-04-26,28.65,28.81,28.1705,28.4,396100,28.65,28.81,28.1705,28.4,396100,0.0,1.0
2018-04-27,28.71,28.93,28.411,28.86,197167,28.71,28.93,28.411,28.86,197167,0.0,1.0
2018-04-30,29.89,30.0599,28.7,28.7,399091,29.89,30.0599,28.7,28.7,399091,0.0,1.0
2018-05-01,29.13,30.03,29.0,29.8,418632,29.13,30.03,29.0,29.8,418632,0.0,1.0
2018-05-02,29.95,30.06,29.01,29.32,265313,29.95,30.06,29.01,29.32,265313,0.0,1.0
2018-05-03,27.57,28.75,26.7501,28.75,1937351,27.57,28.75,26.7501,28.75,1937351,0.0,1.0
2018-05-04,27.86,27.96,27.58,27.58,651340,27.86,27.96,27.58,27.58,651340,0.0,1.0
2018-05-07,27.65,28.35,27.51,28.0,470157,27.65,28.35,27.51,28.0,470157,0.0,1.0
2018-05-08,27.53,27.91,27.27,27.65,266415,27.53,27.91,27.27,27.65,266415,0.0,1.0
2018-05-09,27.85,27.87,27.3339,27.49,325459,27.85,27.87,27.3339,27.49,325459,0.0,1.0
2018-05-10,28.18,28.82,27.5,27.85,380911,28.18,28.82,27.5,27.85,380911,0.0,1.0
2018-05-11,29.32,29.46,28.01,28.25,604653,29.32,29.46,28.01,28.25,604653,0.0,1.0
2018-05-14,28.47,30.1,28.41,29.37,564752,28.47,30.1,28.41,29.37,564752,0.0,1.0
2018-05-15,27.41,28.76,27.25,28.42,753641,27.41,28.76,27.25,28.42,753641,0.0,1.0
2018-05-16,27.09,27.8,27.065,27.53,383086,27.09,27.8,27.065,27.53,383086,0.0,1.0
2018-05-17,27.39,28.51,26.7524,27.07,676303,27.39,28.51,26.7524,27.07,676303,0.0,1.0
2018-05-18,27.28,27.81,27.21,27.4,227373,27.28,27.81,27.21,27.4,227373,0.0,1.0
2018-05-21,27.42,27.99,27.04,27.35,268343,27.42,27.99,27.04,27.35,268343,0.0,1.0
2018-05-22,27.09,27.56,27.0,27.56,348722,27.09,27.56,27.0,27.56,348722,0.0,1.0
2018-05-23,26.56,27.14,26.26,26.88,693412,26.56,27.14,26.26,26.88,693412,0.0,1.0
2018-05-24,26.55,27.03,26.35,26.45,467844,26.55,27.03,26.35,26.45,467844,0.0,1.0
2018-05-25,24.95,26.75,24.76,26.5,1033987,24.95,26.75,24.76,26.5,1033987,0.0,1.0
2018-05-29,25.63,26.14,25.0,25.0,731157,25.63,26.14,25.0,25.0,731157,0.0,1.0
2018-05-30,25.5,26.4,25.111,25.94,763332,25.5,26.4,25.111,25.94,763332,0.0,1.0
2018-05-31,26.26,26.33,25.07,25.62,725901,26.26,26.33,25.07,25.62,725901,0.0,1.0
2018-06-01,28.18,28.2,26.36,26.36,849101,28.18,28.2,26.36,26.36,849101,0.0,1.0
2018-06-04,29.21,29.4,28.39,28.39,1217699,29.21,29.4,28.39,28.39,1217699,0.0,1.0
2018-06-05,30.13,30.16,28.91,29.32,818112,30.13,30.16,28.91,29.32,818112,0.0,1.0
2018-06-06,30.65,31.51,29.86,30.2,2051618,30.65,31.51,29.86,30.2,2051618,0.0,1.0
2018-06-07,37.79,42.16,34.85,36.0,10862874,37.79,42.16,34.85,36.0,10862874,0.0,1.0
2018-06-08,40.53,40.95,37.4,37.49,3254210,40.53,40.95,37.4,37.49,3254210,0.0,1.0
2018-06-11,41.25,43.9799,40.5901,40.96,3320617,41.25,43.9799,40.5901,40.96,3320617,0.0,1.0
2018-06-12,38.93,41.8,38.79,41.76,2774130,38.93,41.8,38.79,41.76,2774130,0.0,1.0
2018-06-13,38.83,39.87,38.3,39.11,1568584,38.83,39.87,38.3,39.11,1568584,0.0,1.0
2018-06-14,39.39,41.0,39.27,39.58,1954877,39.39,41.0,39.27,39.58,1954877,0.0,1.0
2018-06-15,41.0,42.7199,38.935,38.95,3447966,41.0,42.7199,38.935,38.95,3447966,0.0,1.0
2018-06-18,40.4,40.84,39.52,40.75,1762307,40.4,40.84,39.52,40.75,1762307,0.0,1.0
2018-06-19,39.16,39.99,36.36,39.89,3160912,39.16,39.99,36.36,39.89,3160912,0.0,1.0
2018-06-20,37.885,39.99,37.77,39.61,1292295,37.885,39.99,37.77,39.61,1292295,0.0,1.0
2018-06-21,35.21,38.08,35.19,38.08,2687039,35.21,38.08,35.19,38.08,2687039,0.0,1.0
2018-06-22,36.63,36.9,34.25,35.6,3702484,36.63,36.9,34.25,35.6,3702484,0.0,1.0
2018-06-25,36.36,37.82,34.39,36.38,2068791,36.36,37.82,34.39,36.38,2068791,0.0,1.0
2018-06-26,35.87,37.34,35.3,36.45,1090299,35.87,37.34,35.3,36.45,1090299,0.0,1.0
2018-06-27,34.61,36.8961,34.31,35.78,1080375,34.61,36.8961,34.31,35.78,1080375,0.0,1.0
2018-06-28,35.31,35.67,33.51,34.5,1206181,35.31,35.67,33.51,34.5,1206181,0.0,1.0
2018-06-29,35.75,36.9,34.28,35.7,1381700,35.75,36.9,34.28,35.7,1381700,0.0,1.0
2018-07-02,37.08,37.48,34.8,36.0,1355942,37.08,37.48,34.8,36.0,1355942,0.0,1.0
2018-07-03,36.43,37.79,35.6,37.46,761215,36.43,37.79,35.6,37.46,761215,0.0,1.0
2018-07-05,36.67,36.82,35.28,36.61,624440,36.67,36.82,35.28,36.61,624440,0.0,1.0
2018-07-06,38.01,38.78,36.55,36.7,1256572,38.01,38.78,36.55,36.7,1256572,0.0,1.0
2018-07-09,39.87,40.07,37.62,38.95,1279829,39.87,40.07,37.62,38.95,1279829,0.0,1.0
2018-07-10,38.54,40.34,38.15,40.34,1241169,38.54,40.34,38.15,40.34,1241169,0.0,1.0
2018-07-11,39.12,39.31,37.01,38.0,970234,39.12,39.31,37.01,38.0,970234,0.0,1.0
2018-07-12,40.54,40.79,38.81,39.23,1002959,40.54,40.79,38.81,39.23,1002959,0.0,1.0
2018-07-13,39.74,40.7695,39.12,40.68,728093,39.74,40.7695,39.12,40.68,728093,0.0,1.0
2018-07-16,41.12,41.43,39.02,39.66,896801,41.12,41.43,39.02,39.66,896801,0.0,1.0
2018-07-17,41.88,41.98,40.175,41.12,1151146,41.88,41.98,40.175,41.12,1151146,0.0,1.0
2018-07-18,41.68,42.63,40.92,42.32,963060,41.68,42.63,40.92,42.32,963060,0.0,1.0
2018-07-19,40.38,41.8646,40.16,41.45,722208,40.38,41.8646,40.16,41.45,722208,0.0,1.0
2018-07-20,39.79,41.76,39.3182,40.57,1296981,39.79,41.76,39.3182,40.57,1296981,0.0,1.0
2018-07-23,41.38,42.43,39.0,39.62,947553,41.38,42.43,39.0,39.62,947553,0.0,1.0
2018-07-24,39.81,42.54,38.1001,41.52,1207895,39.81,42.54,38.1001,41.52,1207895,0.0,1.0
2018-07-25,41.22,41.28,39.0,39.69,604328,41.22,41.28,39.0,39.69,604328,0.0,1.0
2018-07-26,39.67,40.73,39.48,39.87,856712,39.67,40.73,39.48,39.87,856712,0.0,1.0
2018-07-27,37.38,40.41,37.11,40.1,1134078,37.38,40.41,37.11,40.1,1134078,0.0,1.0
2018-07-30,36.22,37.73,35.18,37.29,1235561,36.22,37.73,35.18,37.29,1235561,0.0,1.0
2018-07-31,35.31,36.77,33.9,36.1,1391195,35.31,36.77,33.9,36.1,1391195,0.0,1.0
2018-08-01,36.06,36.23,35.1913,35.6,508655,36.06,36.23,35.1913,35.6,508655,0.0,1.0
2018-08-02,37.03,37.4664,35.3235,35.66,868749,37.03,37.4664,35.3235,35.66,868749,0.0,1.0
2018-08-03,37.33,37.6331,36.348,37.17,647704,37.33,37.6331,36.348,37.17,647704,0.0,1.0
2018-08-06,36.59,38.67,36.06,37.42,692821,36.59,38.67,36.06,37.42,692821,0.0,1.0
2018-08-07,37.25,38.3,36.75,37.06,501519,37.25,38.3,36.75,37.06,501519,0.0,1.0
2018-08-08,37.04,38.43,36.7793,37.41,552526,37.04,38.43,36.7793,37.41,552526,0.0,1.0
2018-08-09,38.29,39.59,37.08,37.08,703620,38.29,39.59,37.08,37.08,703620,0.0,1.0
2018-08-10,38.19,38.64,37.15,38.21,458074,38.19,38.64,37.15,38.21,458074,0.0,1.0
2018-08-13,38.06,39.2261,37.55,38.43,571198,38.06,39.2261,37.55,38.43,571198,0.0,1.0
2018-08-14,37.52,38.59,36.77,38.03,633871,37.52,38.59,36.77,38.03,633871,0.0,1.0
2018-08-15,36.35,37.4048,35.51,37.02,1100428,36.35,37.4048,35.51,37.02,1100428,0.0,1.0
2018-08-16,39.1,39.15,36.6784,36.99,1759728,39.1,39.15,36.6784,36.99,1759728,0.0,1.0
2018-08-17,40.29,41.0,38.555,38.92,1513391,40.29,41.0,38.555,38.92,1513391,0.0,1.0
2018-08-20,39.82,40.99,39.78,40.7,968469,39.82,40.99,39.78,40.7,968469,0.0,1.0
2018-08-21,39.43,39.989,39.06,39.8,922695,39.43,39.989,39.06,39.8,922695,0.0,1.0
2018-08-22,41.72,42.5,39.05,39.7,1956063,41.72,42.5,39.05,39.7,1956063,0.0,1.0
2018-08-23,42.55,43.9,41.261,41.5,1528490,42.55,43.9,41.261,41.5,1528490,0.0,1.0
2018-08-24,44.43,45.44,43.0,43.1,1892287,44.43,45.44,43.0,43.1,1892287,0.0,1.0
2018-08-27,47.26,47.86,45.11,45.12,2974337,47.26,47.86,45.11,45.12,2974337,0.0,1.0
2018-08-28,47.0,48.24,45.6035,48.24,1696529,47.0,48.24,45.6035,48.24,1696529,0.0,1.0
2018-08-29,47.16,48.0,46.51,47.0,738721,47.16,48.0,46.51,47.0,738721,0.0,1.0
2018-08-30,43.9,47.97,43.76,47.3,1913104,43.9,47.97,43.76,47.3,1913104,0.0,1.0
2018-08-31,42.79,44.435,42.5,43.4,1279188,42.79,44.435,42.5,43.4,1279188,0.0,1.0
2018-09-04,44.26,45.14,41.36,43.0,1703626,44.26,45.14,41.36,43.0,1703626,0.0,1.0
2018-09-05,44.07,45.47,43.1,44.54,3305328,44.07,45.47,43.1,44.54,3305328,0.0,1.0
2018-09-06,41.87,42.69,39.62,42.01,3115278,41.87,42.69,39.62,42.01,3115278,0.0,1.0
2018-09-07,46.05,46.9,41.67,41.8,2573029,46.05,46.9,41.67,41.8,2573029,0.0,1.0
2018-09-10,45.76,47.79,43.6556,45.19,2130400,45.76,47.79,43.6556,45.19,2130400,0.0,1.0
2018-09-11,42.95,45.88,42.77,45.74,1933604,42.95,45.88,42.77,45.74,1933604,0.0,1.0
2018-09-12,42.68,43.37,40.51,41.37,6087743,42.68,43.37,40.51,41.37,6087743,0.0,1.0
2018-09-13,42.44,43.26,41.515,42.25,1935071,42.44,43.26,41.515,42.25,1935071,0.0,1.0
2018-09-14,42.64,43.81,42.1,42.28,1878912,42.64,43.81,42.1,42.28,1878912,0.0,1.0
2018-09-17,40.26,42.84,40.1,42.57,2203245,40.26,42.84,40.1,42.57,2203245,0.0,1.0
2018-09-18,39.75,40.57,39.12,40.01,1532931,39.75,40.57,39.12,40.01,1532931,0.0,1.0
2018-09-19,37.83,39.7,37.51,39.15,2170670,37.83,39.7,37.51,39.15,2170670,0.0,1.0
2018-09-20,38.82,39.5,37.08,37.6,1450148,38.82,39.5,37.08,37.6,1450148,0.0,1.0
2018-09-21,40.13,40.25,38.3904,38.9,2187337,40.13,40.25,38.3904,38.9,2187337,0.0,1.0
2018-09-24,41.43,41.82,39.06,39.06,1881519,41.43,41.82,39.06,39.06,1881519,0.0,1.0
2018-09-25,42.64,43.14,41.11,41.35,1683401,42.64,43.14,41.11,41.35,1683401,0.0,1.0
2018-09-26,41.97,42.805,41.1,42.0,1612562,41.97,42.805,41.1,42.0,1612562,0.0,1.0
2018-09-27,41.61,42.47,41.44,41.87,753421,41.61,42.47,41.44,41.87,753421,0.0,1.0
2018-09-28,40.78,42.34,40.5,41.42,1178803,40.78,42.34,40.5,41.42,1178803,0.0,1.0
2018-10-01,39.93,41.94,39.74,41.5,1496362,39.93,41.94,39.74,41.5,1496362,0.0,1.0
2018-10-02,37.03,40.41,36.79,39.79,2329111,37.03,40.41,36.79,39.79,2329111,0.0,1.0
2018-10-03,38.21,38.61,36.37,38.07,1389706,38.21,38.61,36.37,38.07,1389706,0.0,1.0
2018-10-04,37.81,38.37,36.58,38.3,1315873,37.81,38.37,36.58,38.3,1315873,0.0,1.0
2018-10-05,37.04,37.7772,35.6,37.52,1484237,37.04,37.7772,35.6,37.52,1484237,0.0,1.0
2018-10-08,36.35,37.22,35.6,36.72,1166752,36.35,37.22,35.6,36.72,1166752,0.0,1.0
2018-10-09,35.73,37.2,35.63,36.19,1039501,35.73,37.2,35.63,36.19,1039501,0.0,1.0
2018-10-10,33.54,35.84,33.44,35.19,1923633,33.54,35.84,33.44,35.19,1923633,0.0,1.0
2018-10-11,34.55,36.07,33.0,33.0,2008138,34.55,36.07,33.0,33.0,2008138,0.0,1.0
2018-10-12,36.3,37.24,34.98,37.09,1437585,36.3,37.24,34.98,37.09,1437585,0.0,1.0
2018-10-15,36.86,37.59,35.7,36.3,1033810,36.86,37.59,35.7,36.3,1033810,0.0,1.0
2018-10-16,38.96,39.13,37.06,37.3,1126941,38.96,39.13,37.06,37.3,1126941,0.0,1.0
2018-10-17,37.91,39.12,37.18,39.1,1122902,37.91,39.12,37.18,39.1,1122902,0.0,1.0
2018-10-18,36.78,38.375,36.44,37.95,1073134,36.78,38.375,36.44,37.95,1073134,0.0,1.0
2018-10-19,35.68,37.91,35.56,37.11,1188398,35.68,37.91,35.56,37.11,1188398,0.0,1.0
2018-10-22,36.3,36.7246,34.94,36.14,1063755,36.3,36.7246,34.94,36.14,1063755,0.0,1.0
2018-10-23,35.53,36.0,34.1,35.23,1048093,35.53,36.0,34.1,35.23,1048093,0.0,1.0
2018-10-24,34.02,36.05,33.94,35.55,1019968,34.02,36.05,33.94,35.55,1019968,0.0,1.0
2018-10-25,35.75,36.2,34.02,34.6,890307,35.75,36.2,34.02,34.6,890307,0.0,1.0
2018-10-26,33.75,35.01,33.24,34.49,1511507,33.75,35.01,33.24,34.49,1511507,0.0,1.0
2018-10-29,34.17,35.5,33.45,34.7,1279198,34.17,35.5,33.45,34.7,1279198,0.0,1.0
2018-10-30,35.49,35.6747,33.48,33.97,859779,35.49,35.6747,33.48,33.97,859779,0.0,1.0
2018-10-31,36.29,36.87,35.19,36.59,1047794,36.29,36.87,35.19,36.59,1047794,0.0,1.0
2018-11-01,38.96,39.37,35.25,36.3,2498392,38.96,39.37,35.25,36.3,2498392,0.0,1.0
2018-11-02,39.42,39.85,38.07,39.26,1435377,39.42,39.85,38.07,39.26,1435377,0.0,1.0
2018-11-05,39.77,40.0,38.7528,39.84,1028038,39.77,40.0,38.7528,39.84,1028038,0.0,1.0
2018-11-06,40.97,41.08,39.61,39.81,912003,40.97,41.08,39.61,39.81,912003,0.0,1.0
2018-11-07,41.0,42.29,40.34,41.07,1446110,41.0,42.29,40.34,41.07,1446110,0.0,1.0
2018-11-08,41.74,42.48,40.8919,41.25,617513,41.74,42.48,40.8919,41.25,617513,0.0,1.0
2018-11-09,40.71,41.854,39.95,41.74,648667,40.71,41.854,39.95,41.74,648667,0.0,1.0
2018-11-12,39.34,40.569,38.07,40.52,962587,39.34,40.569,38.07,40.52,962587,0.0,1.0
2018-11-13,40.32,40.75,39.08,39.27,533691,40.32,40.75,39.08,39.27,533691,0.0,1.0
2018-11-14,40.09,41.33,39.87,41.0,839760,40.09,41.33,39.87,41.0,839760,0.0,1.0
2018-11-15,40.99,41.6,39.8,40.03,1518245,40.99,41.6,39.8,40.03,1518245,0.0,1.0
2018-11-16,37.65,40.39,37.57,40.26,1853627,37.65,40.39,37.57,40.26,1853627,0.0,1.0
2018-11-19,33.1,37.9704,31.71,37.6,2994274,33.1,37.9704,31.71,37.6,2994274,0.0,1.0
2018-11-20,32.25,34.05,30.72,31.28,2057414,32.25,34.05,30.72,31.28,2057414,0.0,1.0
2018-11-21,33.48,33.88,32.501,32.95,788133,33.48,33.88,32.501,32.95,788133,0.0,1.0
2018-11-23,33.85,34.3,32.5399,33.11,280480,33.85,34.3,32.5399,33.11,280480,0.0,1.0
2018-11-26,34.68,34.76,33.55,34.46,961802,34.68,34.76,33.55,34.46,961802,0.0,1.0
2018-11-27,34.61,34.87,33.91,34.25,794754,34.61,34.87,33.91,34.25,794754,0.0,1.0
2018-11-28,36.9,36.91,35.01,35.16,1315682,36.9,36.91,35.01,35.16,1315682,0.0,1.0
2018-11-29,37.56,37.84,36.58,36.58,1670172,37.56,37.84,36.58,36.58,1670172,0.0,1.0
2018-11-30,39.26,39.31,37.19,37.72,2069090,39.26,39.31,37.19,37.72,2069090,0.0,1.0
2018-12-03,39.12,41.0,38.38,40.99,2161115,39.12,41.0,38.38,40.99,2161115,0.0,1.0
2018-12-04,37.21,40.2,36.99,38.84,2096250,37.21,40.2,36.99,38.84,2096250,0.0,1.0
2018-12-06,42.98,43.0589,37.15,38.3,5616415,42.98,43.0589,37.15,38.3,5616415,0.0,1.0
2018-12-07,40.39,43.4,39.1,42.61,2129290,40.39,43.4,39.1,42.61,2129290,0.0,1.0
2018-12-10,40.6,41.9,39.18,39.3,1923763,40.6,41.9,39.18,39.3,1923763,0.0,1.0
2018-12-11,39.76,41.99,39.42,41.25,1825204,39.76,41.99,39.42,41.25,1825204,0.0,1.0
2018-12-12,41.22,42.72,40.204,40.75,1911122,41.22,42.72,40.204,40.75,1911122,0.0,1.0
2018-12-13,41.86,42.49,41.01,41.33,1258288,41.86,42.49,41.01,41.33,1258288,0.0,1.0
2018-12-14,42.47,44.0,41.0,41.11,2855216,42.47,44.0,41.0,41.11,2855216,0.0,1.0
2018-12-17,38.27,42.22,37.91,41.9,2557287,38.27,42.22,37.91,41.9,2557287,0.0,1.0
2018-12-18,39.6,40.1,38.26,38.26,1555052,39.6,40.1,38.26,38.26,1555052,0.0,1.0
2018-12-19,39.33,41.15,38.91,39.53,1888823,39.33,41.15,38.91,39.53,1888823,0.0,1.0
2018-12-20,37.23,40.09,36.1423,39.25,2439879,37.23,40.09,36.1423,39.25,2439879,0.0,1.0
2018-12-21,34.96,37.51,34.21,37.5,7189788,34.96,37.51,34.21,37.5,7189788,0.0,1.0
2018-12-24,35.55,36.95,34.41,34.41,1123044,35.55,36.95,34.41,34.41,1123044,0.0,1.0
2018-12-26,39.13,39.2,35.79,35.95,1308868,39.13,39.2,35.79,35.95,1308868,0.0,1.0
2018-12-27,40.17,40.2,38.0,38.18,1629637,40.17,40.2,38.0,38.18,1629637,0.0,1.0
2018-12-28,39.8,40.45,38.8838,40.14,817366,39.8,40.45,38.8838,40.14,817366,0.0,1.0
2018-12-31,39.21,40.4,37.73,40.24,1515168,39.21,40.4,37.73,40.24,1515168,0.0,1.0
2019-01-02,39.81,40.94,38.0258,38.39,1280712,39.81,40.94,38.0258,38.39,1280712,0.0,1.0
2019-01-03,39.32,39.92,38.27,38.95,974820,39.32,39.92,38.27,38.95,974820,0.0,1.0
2019-01-04,41.77,42.32,39.65,40.16,1783073,41.77,42.32,39.65,40.16,1783073,0.0,1.0
2019-01-07,43.56,43.9825,41.87,41.97,2211326,43.56,43.9825,41.87,41.97,2211326,0.0,1.0
2019-01-08,43.98,45.01,42.5644,44.0,1568647,43.98,45.01,42.5644,44.0,1568647,0.0,1.0
2019-01-09,44.88,45.0,43.36,43.68,1194549,44.88,45.0,43.36,43.68,1194549,0.0,1.0
2019-01-10,45.41,45.7225,43.6525,43.97,1303456,45.41,45.7225,43.6525,43.97,1303456,0.0,1.0
2019-01-11,45.2,45.87,44.68,44.91,1115182,45.2,45.87,44.68,44.91,1115182,0.0,1.0
2019-01-14,45.01,45.37,44.14,44.51,529057,45.01,45.37,44.14,44.51,529057,0.0,1.0
2019-01-15,45.32,45.5,42.2,43.32,1146928,45.32,45.5,42.2,43.32,1146928,0.0,1.0
2019-01-16,44.15,45.59,43.44,45.5,1417897,44.15,45.59,43.44,45.5,1417897,0.0,1.0
2019-01-17,44.84,45.29,44.03,44.16,820169,44.84,45.29,44.03,44.16,820169,0.0,1.0
2019-01-18,45.35,46.0,44.89,45.39,2477261,45.35,46.0,44.89,45.39,2477261,0.0,1.0
2019-01-22,44.59,45.22,43.6098,45.1,1059939,44.59,45.22,43.6098,45.1,1059939,0.0,1.0
2019-01-23,45.05,45.88,44.27,45.0,973753,45.05,45.88,44.27,45.0,973753,0.0,1.0
2019-01-24,45.06,45.36,42.59,45.0,1125131,45.06,45.36,42.59,45.0,1125131,0.0,1.0
2019-01-25,45.89,46.68,45.08,45.57,2473879,45.89,46.68,45.08,45.57,2473879,0.0,1.0
2019-01-28,45.59,45.61,44.26,44.97,959747,45.59,45.61,44.26,44.97,959747,0.0,1.0
2019-01-29,45.17,45.95,44.6,45.7,970906,45.17,45.95,44.6,45.7,970906,0.0,1.0
2019-01-30,45.52,46.295,44.91,45.56,1129081,45.52,46.295,44.91,45.56,1129081,0.0,1.0
2019-01-31,48.37,48.85,45.1,45.37,3566377,48.37,48.85,45.1,45.37,3566377,0.0,1.0
2019-02-01,48.32,48.41,47.0,48.04,2014221,48.32,48.41,47.0,48.04,2014221,0.0,1.0
2019-02-04,49.07,49.75,48.05,48.42,2257146,49.07,49.75,48.05,48.42,2257146,0.0,1.0
2019-02-05,48.32,49.95,47.852,49.38,1603577,48.32,49.95,47.852,49.38,1603577,0.0,1.0
2019-02-06,47.75,48.66,46.52,48.0,1231820,47.75,48.66,46.52,48.0,1231820,0.0,1.0
2019-02-07,48.03,48.06,46.51,47.22,987987,48.03,48.06,46.51,47.22,987987,0.0,1.0
2019-02-08,48.46,48.79,47.11,47.22,1023791,48.46,48.79,47.11,47.22,1023791,0.0,1.0
2019-02-11,48.59,49.2884,48.18,48.91,1122756,48.59,49.2884,48.18,48.91,1122756,0.0,1.0
2019-02-12,50.1,50.7,48.82,49.13,1493553,50.1,50.7,48.82,49.13,1493553,0.0,1.0
2019-02-13,49.0,50.9,48.89,50.46,1194778,49.0,50.9,48.89,50.46,1194778,0.0,1.0
2019-02-14,50.08,50.3255,48.5,48.855,1314966,50.08,50.3255,48.5,48.855,1314966,0.0,1.0
2019-02-15,50.11,50.8,49.7,50.4,1018065,50.11,50.8,49.7,50.4,1018065,0.0,1.0
2019-02-19,49.99,50.5,49.765,50.18,1004419,49.99,50.5,49.765,50.18,1004419,0.0,1.0
2019-02-20,49.83,50.58,49.24,50.18,943152,49.83,50.58,49.24,50.18,943152,0.0,1.0
2019-02-21,49.67,50.1799,48.82,50.04,631481,49.67,50.1799,48.82,50.04,631481,0.0,1.0
2019-02-22,49.78,50.57,49.52,50.06,1426022,49.78,50.57,49.52,50.06,1426022,0.0,1.0
2019-02-25,49.93,50.6,49.29,50.3,2270483,49.93,50.6,49.29,50.3,2270483,0.0,1.0
2019-02-26,50.0,50.1,49.48,50.03,1938714,50.0,50.1,49.48,50.03,1938714,0.0,1.0
2019-02-27,50.72,51.36,49.95,50.27,3252686,50.72,51.36,49.95,50.27,3252686,0.0,1.0
2019-02-28,49.68,51.0,49.08,51.0,2881578,49.68,51.0,49.08,51.0,2881578,0.0,1.0
2019-03-01,60.57,61.14,55.3,57.49,9658361,60.57,61.14,55.3,57.49,9658361,0.0,1.0
2019-03-04,58.03,61.64,56.61,60.61,4175948,58.03,61.64,56.61,60.61,4175948,0.0,1.0
2019-03-05,57.53,57.96,56.7,57.0,1748704,57.53,57.96,56.7,57.0,1748704,0.0,1.0
2019-03-06,58.27,59.25,57.2312,57.4,2371000,58.27,59.25,57.2312,57.4,2371000,0.0,1.0
2019-03-07,59.18,60.0,57.67,58.25,2242484,59.18,60.0,57.67,58.25,2242484,0.0,1.0
2019-03-08,60.54,60.71,57.02,58.23,2423555,60.54,60.71,57.02,58.23,2423555,0.0,1.0
2019-03-11,63.34,64.4,60.75,60.8,3668969,63.34,64.4,60.75,60.8,3668969,0.0,1.0
2019-03-12,63.65,65.0,62.5901,63.35,2297563,63.65,65.0,62.5901,63.35,2297563,0.0,1.0
2019-03-13,64.8,65.02,63.76,64.0,1889657,64.8,65.02,63.76,64.0,1889657,0.0,1.0
2019-03-14,66.94,67.33,64.8,65.0,2201390,66.94,67.33,64.8,65.0,2201390,0.0,1.0
2019-03-15,67.19,68.85,66.66,67.23,3089769,67.19,68.85,66.66,67.23,3089769,0.0,1.0
2019-03-18,67.28,68.48,66.18,67.39,1519451,67.28,68.48,66.18,67.39,1519451,0.0,1.0
2019-03-19,67.91,68.2229,66.68,68.0,1103889,67.91,68.2229,66.68,68.0,1103889,0.0,1.0
2019-03-20,67.49,68.3,66.55,67.74,1788214,67.49,68.3,66.55,67.74,1788214,0.0,1.0
